Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.41081047,2.38431859,2.4225831,2.91704059,3.02394485,3.64060426,3.45948696,3.7541039,4.45391893,4.46149063,4.22809029,3.61155891,3.41336322,3.32492328,2.73972297,2.94745016,2.84598303,3.54254961,2.87971187,3.82977176,3.53693056,3.73275995,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.79954576,2.01542306,2.08121538,2.27634931,1.32566774,1.72818744,1.12012768,1.33306754,0.51424921,0.9070071,0.94396317,0.38117546,1.06663179,1.09967208,0.71479559,0.96540898,0.90002954,0.8612687,0.76642609,0.73088509,0.98278511,0.97918016,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.63133216,2.08654332,2.20177889,2.22326541,2.21771884,2.41684818,2.47551131,2.46818185,2.21144366,2.19237089,2.18311381,1.88993454,1.91403711,1.87162006,2.0661068,2.09847856,2.09586525,2.11070943,2.4660871,2.62435222,3.10086608,3.35674787,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.37,5.53,5.86,6.14,6.27,6.45,6.52,6.36,6.58,7.24,7.18,7.3,7.65,7.79,7.78,7.58,7.3,7.12,7.11,7.35,7.83,8.41,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.97070313,7.06165648,7.31639624,7.32370949,7.38390923,7.41065979,7.40223789,7.33408451,7.4163928,7.97806454,7.9076767,7.85247946,7.94105148,8.01846218,8.12386513,8.28222084,8.61284161,8.60462284,8.49407578,8.33430767,9.31343365,9.30704117,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.06383789,1.26300132,1.19960451,1.4352864,1.35957062,1.05433261,1.2173816,1.23346996,1.06247222,1.54066849,1.57325745,1.58558345,1.48285842,1.82302928,1.51668847,1.56549394,2.01055074,1.75976336,1.60853541,1.66962576,1.89993799,1.59057152,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6015296,0.61059773,0.54214686,0.5868997,0.78081375,0.81679177,0.88458723,0.70619458,0.7288478,0.9055742,0.91823167,1.04374862,1.20622373,1.08376527,1.09228694,0.99829203,1.2897681,1.06097889,1.06939662,1.30072176,2.42524147,1.61589122,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.82,1.14,1.12,1.15,1.18,1.21,1.19,1.09,1.53,2.05,1.93,1.4,1.56,1.86,2.18,2.64,2.93,2.63,2.81,2.72,3.7,4.49,3.11,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.73281384,7.75525427,7.92509031,8.05197239,7.70017481,7.80322599,7.65903044,7.55503988,7.7165823,8.50175571,8.39845562,8.12831306,8.18767262,8.40493011,8.49219322,8.61353302,8.69118309,8.79702854,8.8703146,9.04012394,9.96393967,10.22433567,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.77568001,1.0631063,0.69710666,0.82314873,0.72261524,1.4651835,1.47005928,1.64296484,1.74936557,2.16013789,2.36881661,2.35752678,1.97191465,1.85814357,1.40883136,1.5937742,1.3003906,1.51208568,1.750916,2.30539036,2.11122155,2.24425006,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.46309471,5.04882431,4.97795296,5.05799437,4.74509478,5.21023846,5.08809328,5.31898928,5.76758432,6.42686415,6.61249924,6.040277,5.67610359,5.18027782,4.48809004,4.73999214,4.34255171,4.24350309,4.23590946,3.99746466,5.12932062,5.43146896,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.86039817,2.14943409,2.71163964,2.16133189,2.59474087,2.42088819,2.04412723,2.00870275,1.96291316,2.17009425,2.05670786,2.41611266,2.38694572,2.27822328,2.09314442,1.93493712,1.76571214,1.88796365,1.86524379,2.04134059,2.28805852,2.21903896,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.91270578,1.98154283,1.9446981,2.04141212,2.02383399,1.88113928,2.06657243,1.97883451,2.05419135,2.25974083,2.06138587,1.99347126,2.02626443,2.21485376,2.23796296,2.27820134,2.28762269,2.1993053,2.19892383,2.37258744,2.47522092,2.33015943,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.30125162,0.37107071,0.64011806,0.42212996,0.24164158,0.26129073,0.24835719,0.24066733,0.26959306,0.26025116,0.36297843,0.51036745,0.51431388,0.48858824,0.61152339,0.42931107,0.66374409,0.60066229,0.61740124,0.92095226,0.77237737,0.68805325,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5933851,0.48134443,0.35467029,0.42981493,0.57971573,0.50890976,0.49984464,0.59780544,0.54897773,0.52002388,0.46807465,0.43690556,0.50444686,0.55160207,0.59649962,0.53779858,0.48464295,0.49838862,0.50527376,0.45877996,1.20048702,1.13646221,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.78830874,1.63222313,1.73537362,1.72908437,1.73980284,1.78057182,1.65196764,1.6837045,1.69491982,1.88041246,1.81934333,2.02701139,1.79707813,1.88811839,2.17510056,2.35677791,2.5319159,2.79179382,2.95149112,2.90384364,3.97433281,3.34169126,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.87098479,0.72717297,0.48891512,0.51697874,0.58639508,0.58343035,0.28958338,0.79249322,0.83237052,0.78221947,0.81272614,0.42167202,0.45754522,0.47550055,0.4683435,0.56089777,0.52977306,0.46510881,0.52653241,0.40745705,0.4052884,0.42501962,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.02285886,2.49121737,2.54012251,2.61311603,2.45127177,2.91977549,3.27406335,3.33394694,3.31875777,3.96730256,3.69605827,3.89370441,3.3830452,3.4937377,3.19305706,2.94796515,3.09310865,2.85400987,2.84892344,2.87275672,3.43717003,3.43701577,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.67,4.57,4.93,5.68,5.4,5.6,5.47,4.88,4.8,4.91,4.96,4.95,4.81,4.79,4.7,4.65,4.73,4.62,4.55,4.29,5.14,5.33,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.19,7.06,7.65,7.91,7.55,7.25,6.98,6.85,6.86,7.16,6.68,6.56,6.54,6.56,6.62,6.52,6.6,6.76,6.9,7.1,8.01,8.14,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.83,0.8,0.77,0.75,0.71,0.76,0.75,0.74,0.8,0.89,0.86,0.94,0.93,0.87,0.86,0.92,0.94,0.97,0.98,1.04,1.21,1.12,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.549743,0.77221769,0.67425066,0.81785041,0.74926209,0.73213077,0.83084285,1.01869869,0.89791238,0.92164314,0.66109079,0.70190871,0.76724905,0.81686825,0.99274278,1.15799773,1.37558317,1.34984481,1.395854,1.39791656,1.88725579,2.20201945,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.78084624,1.97451782,1.82648432,1.95293641,1.86830163,1.95377719,2.15025973,1.95606387,1.86860132,2.24113083,2.03566408,2.03396082,2.10050201,2.13515115,3.19974685,3.68877792,3.59073091,3.60761547,3.43776894,2.78996778,2.7775445,3.18725681,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.35636795,2.72581053,2.02030635,1.53326082,2.03766322,2.37276387,2.89204693,2.38097811,2.08112431,1.00896454,1.1463443,1.03747606,0.73074311,2.54514194,1.68000054,2.02778339,2.10075927,2.78080106,2.58909702,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.57260036,5.014184,5.27079201,5.51941919,5.69755459,6.02741861,5.84971714,6.18633509,7.23859835,8.11006927,8.01698112,7.64345789,7.62154055,7.27626371,6.77362204,5.26673412,5.41240072,5.2006526,4.74149084,4.981359,5.54758024,5.19847488,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.18,4.4,4.43,4.29,4.2,4.14,4.18,4.06,4.18,4.23,4.33,4.28,4.37,4.41,4.45,4.45,4.49,4.58,4.67,4.65,5.26,5.39,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.5,5.77,5.9,5.9,6.23,6.46,6.56,6.3,6.63,7.01,6.99,6.76,6.66,6.65,6.69,6.59,6.49,6.4,6.41,6.38,7.31,7.08,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.18738079,2.40047431,2.76125169,2.04667425,2.47339988,2.23363185,2.00050378,2.66426182,2.95135403,2.94776607,3.04630113,3.09656906,2.78247046,2.97220016,3.06121469,3.55884409,3.62554812,4.06524467,3.88880324,3.97861576,4.52264309,5.11554575,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.66,5.86,5.94,5.99,6.05,6.22,6.17,6.32,6.57,7.28,7.43,8.78,8.96,8.99,9.03,9.04,8.96,8.97,9,9.21,9.34,9.17,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.20303917,4.36767626,4.39886856,4.0944252,3.43877316,4.39218235,3.93785167,4.48511505,5.13681602,6.18757915,5.45029831,5.49565887,5.03539467,4.41074276,4.64796257,3.99459696,3.1935668,3.18527389,3.00017619,3.00427818,2.74805593,2.59331965,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.12,1.97,1.93,2.04,2.32,2.53,2.31,1.79,2.27,2.66,1.84,1.84,2.07,1.85,2.13,1.92,2.04,1.89,1.71,1.67,2.47,2.56,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.99912077,1.05905914,1.10947454,1.124524,1.07970881,1.11995304,1.17931998,1.27243447,1.35638154,1.4598949,1.56062746,1.60566163,1.62624443,1.66091359,1.83768213,1.92388499,2.03529072,1.71156442,1.7670722,2.00870633,2.20972395,2.21621132,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.36,11.87,11.41,10.26,12.06,11.1,9.61,9.16,10.5,8.59,8.47,8.18,7.68,7.82,8.31,6.84,8.92,9.84,10.46,11.43,11.82,11.12,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.95133305,2.37761927,2.25798631,2.38668466,2.39802241,2.54042482,2.81474686,2.9122591,2.98750043,3.31357551,3.39848423,3.40593457,3.41949844,3.50272012,3.60208774,3.71057963,3.87140298,4.01201391,4.29813194,4.73187208,4.99585581,5.69225502,5.97277308,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.59847891,2.51523924,2.39986205,2.12393045,1.79756808,1.53422332,1.39375639,1.47248399,1.50249875,2.2079618,2.25556993,1.97078466,1.9472518,2.08904266,2.466609,3.57679915,4.03627825,3.98828077,4.57789421,4.72437525,5.67045593,5.18634224,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.13,2,2.22,2.27,2.34,3.8,4.21,3.09,2.9,3.48,3.42,3.69,4.22,3.95,2.75,2.71,2.5,2.35,2.42,2.31,2.36,2.91,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.23305964,1.3295666,1.01875496,1.09625208,0.79425544,0.90671808,0.64221585,0.57034886,0.51332533,1.14663947,0.60363603,0.36693901,0.43670169,0.71266264,0.68373317,0.86391306,0.76494843,0.88887793,0.86922854,0.96142328,0.79207379,0.71924585,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.76,2.81,2.86,2.73,3.48,3.25,3.51,3.36,3.37,3.64,3.67,3.63,3.27,3.25,3.26,3.32,3.43,3.41,3.7,3.96,4.6,6.27,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.22929931,3.45263052,3.04984355,2.93956637,2.96955347,2.89969206,3.55163956,3.51309872,3.07543588,2.67676353,2.99847841,3.57470489,3.04691243,3.12071991,3.57177019,3.37505221,3.72492766,3.67690349,3.77145958,4.28537226,3.36644053,2.90336895,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.16541862,3.98203588,3.55323148,3.55934095,3.45442104,2.62977505,3.45171332,4.6397357,4.36957979,4.86560154,3.9816153,4.93363905,5.62558651,6.12028074,5.8080492,5.62011147,5.59334755,6.03923559,5.56858873,5.77186584,4.77819252,4.20355701,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.64587975,0.5318647,0.56401348,0.4171488,0.51704127,0.54538667,0.47191602,0.73447984,0.91902161,1.19803178,1.2732017,1.51829386,1.55076885,0.34247527,0.82358241,1.20420825,1.39315951,1.38745701,1.68725502,1.35628378,0.92961764,1.08574104,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.61668956,2.13841844,3.17035413,2.63191676,2.22574258,1.62736928,1.50322449,1.60953808,1.51853251,2.46476388,2.29442048,2.54379559,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.17,4.22,4.47,4.6,3.45,3.43,3.65,3.79,4.45,5.29,4.84,4.56,4.18,4.02,4.12,4.29,4.36,4.22,4.31,4.55,5.14,5.26,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.93,5.36,5.68,5.84,6.15,5.99,5.56,5.26,5.46,6.03,5.72,4.96,4.43,4.39,4.41,4.29,4.28,4.35,4.48,4.7,5.02,4.93,4.74,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.84771943,1.83953035,1.7439034,2.16966605,2.17584658,1.93354094,1.89293754,1.90482342,1.41112781,1.30747759,1.86784208,1.67813444,1.48979211,1.30425918,1.74814212,1.99010992,2.37194586,2.24615121,1.50361967,0.68268955,0.68988532,0.73712856,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.01542294,0.83659285,0.97493625,1.17513871,0.85772187,1.05274868,0.9437108,0.73458099,1.3674773,1.0557555,1.13196635,1.15239477,0.95642853,1.48205006,1.56810546,1.89914215,1.91101837,1.71919668,1.67992616,1.67412877,1.56224585,1.36272597,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.17325473,1.35141993,1.36677563,1.51884329,1.45687652,1.36280441,1.67488027,1.62477779,1.59730816,1.81166101,1.67910564,1.76482272,1.86487269,1.89357972,2.03088164,2.03347373,1.88870478,1.92218649,1.92697287,2.00959897,2.17674136,2.46428084,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.56,2.68,2.55,2.15,2.31,2.97,2.96,3.91,6.4,5.82,4.5,3.68,4.21,4.3,4.9,6.27,7.43,6.6,5.75,6,9.08,7.18,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.29322565,1.05406141,1.10984564,1.41244102,1.58851635,1.39720941,1.22405863,0.99671662,0.71373439,0.66568571,0.66893142,0.60476536,0.41352224,0.81583834,0.89173758,0.91927379,1.20876825,1.17751467,1.15118277,1.1192745,1.39059198,1.31211126,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.72,4.81,5.43,5.51,5.6,5.99,6.03,5.46,5.09,5.14,5.14,5.44,5.5,5.74,5.6,5.41,5.65,5.49,5.43,5.72,7.16,7.13,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.6590271,7.94652939,6.33025169,6.00762606,6.57158852,5.64226294,4.22558594,7.22997952,5.55293751,5.50679922,4.55618143,5.87766457,6.04399681,6.63874435,5.88222218,6.47802925,6.95125341,6.2037673,7.34779596,6.81249571,5.91704321,5.31906605,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.46969447,0.54510015,0.87326568,0.7719968,0.70654863,0.81955862,0.67619681,0.76387841,0.8877672,0.87885523,0.73150158,0.74974972,0.89773965,1.08287692,1.25234473,1.41883922,1.19934916,1.23123157,1.12174058,1.24474764,1.4931711,1.59895992,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.52947044,1.57129419,1.68696284,1.6688329,1.80295277,1.69515753,1.61826241,1.47311974,1.38968194,1.57988811,1.99484634,1.74817169,1.87548065,1.93168211,2.42503381,2.31317115,2.44510746,2.4742918,2.48104,2.83796334,3.32954884,3.14497805,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.01177883,2.10927391,2.16505718,2.4137032,2.58744621,2.46497631,2.4219811,2.52675939,2.61655521,2.86067653,2.8809936,2.91415977,3.00721931,3.12253189,2.89231014,2.98734307,2.84779787,2.75801325,2.67172027,2.67861629,3.29035473,3.04519415,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.74815881,1.82439423,1.69748759,2.10741234,2.32524157,2.65960002,2.6138339,2.45827246,2.94638777,2.18535709,2.28946137,3.035074,2.57380128,2.76707244,3.33988428,3.21473765,3.48056126,3.15361023,3.06692934,3.19510603,2.6754694,1.89408863,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.9,2.87,3.55,3.21,5.31,5.04,5.19,5.63,5.28,5.83,4.65,4.25,4.44,4.05,4.26,3.9,3.68,3.61,3.79,3.88,4.54,5.06,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.95726943,3.0067246,3.05441046,3.5898664,3.67036533,3.65047526,3.47215104,3.05636287,3.28902793,3.93795872,4.037848,3.76148415,3.86657739,3.70990849,3.59716344,3.4903245,3.56989384,3.61427999,3.50766349,3.34121513,3.76698613,3.30765009,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.23052979,3.50031018,3.56779337,2.78668427,2.65612745,2.27265334,2.49134016,2.88185477,3.21819425,3.10174918,2.44484377,2.13192797,2.34510446,2.28476501,2.40595388,2.4089644,2.56394386,2.2598424,2.09529591,2.11976218,2.56925178,4.53154278,..,..
